Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-1,Configuration,[Configuration] Data Encryption at Rest,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-34,REQ-33,04.01x1Organizational.5,A.05.14,A.05.33,A.08.24a,REQ-33-SOC1,REQ-34-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,1903.06d1Organizational.3456711,3.5.1,3.5.1.1,3.5.1.2,3.5.1.3,REQ-34,REQ-33,04.01x1Organizational.5,A.05.14,A.05.33,A.08.24a,REQ-33-SOC1,REQ-34-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,1903.06d1Organizational.3456711,3.5.1,3.5.1.1,3.5.1.2,3.5.1.3,04.01x1Organizational.5,REQ-34,REQ-33,04.01x1Organizational.5,A.05.14,A.05.33,A.08.24a,REQ-33-SOC1,REQ-34-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,REQ-35-HIPAA,1903.06d1Organizational.3456711,04.01x1Organizational.5,1903.06d1Organizational.3456711,1903.06d1Organizational.3456711,3.5.1,3.5.1.1,3.5.1.2,3.5.1.3","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HITRUST,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",1
ER-3,Configuration,[Configuration] Encryption In Transit (Ex. TLS Protocols),"Security,PCI DSS v4.0 - ROC - Merchant","REQ-35,REQ-33,04.01x1Organizational.5,A.05.14,A.05.33,A.08.24a,REQ-33-SOC1,REQ-35-SOC1,0913.09s1Organizational.5,1013.01r1System.2,0862.09m2Organizational.8,0928.09v2Organizational.1,REQ-33-HIPAA,REQ-35-HIPAA,0945.09y1Organizational.3,0954.10d1System.1,0903.10f1Organizational.1.a,4.2.1,4.2.1.1,4.2.2,0913.09s1Organizational.5,1013.01r1System.2,0862.09m2Organizational.8,0928.09v2Organizational.1,0903.10f1Organizational.1.a,0945.09y1Organizational.3,0954.10d1System.1,4.2.1,4.2.1.1,4.2.2,0913.09s1Organizational.5,1013.01r1System.2,0862.09m2Organizational.8,0928.09v2Organizational.1,0903.10f1Organizational.1.a,0954.10d1System.1,0945.09y1Organizational.3,0913.09s1Organizational.5,1013.01r1System.2,0862.09m2Organizational.8,0928.09v2Organizational.1,0903.10f1Organizational.1.a,4.2.1,0945.09y1Organizational.3,4.2.1,0954.10d1System.1,4.2.1,0954.10d1System.1,4.2.1,0913.09s1Organizational.5,1013.01r1System.2,0862.09m2Organizational.8,0928.09v2Organizational.1,0903.10f1Organizational.1.a,0945.09y1Organizational.3,0954.10d1System.1,4.2.1,4.2.1.1,4.2.2","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HITRUST,HITRUST,HITRUST,HITRUST,HIPAA Security,HIPAA Security,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,HITRUST,PCI DSS v4.0,HITRUST,PCI DSS v4.0,HITRUST,PCI DSS v4.0,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",2
ER-5,Sample,[Sample] Security Incidents,,"1561.11c1Organizational.4,1561.11c1Organizational.4,1561.11c1Organizational.4,1561.11c1Organizational.4,1561.11c1Organizational.4,1561.11c1Organizational.4","HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST",4
ER-6,Sample,[Sample] Publicly Accessible Posting,,"19180.09z1Organizational.2,19180.09z1Organizational.2,19180.09z1Organizational.2","HITRUST,HITRUST,HITRUST",5
ER-7,Sample,[Sample] Secure Access Facilities,,"1802.08b1Organizational.3,1845.08b1Organizational.7,1802.08b1Organizational.3,1845.08b1Organizational.7,1802.08b1Organizational.3,1845.08b1Organizational.7,1802.08b1Organizational.3,1845.08b1Organizational.7","HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST",6
ER-8,Sample,[Sample] Wireless Access Point Encryption,,"0502.09m1Organizational.5,0502.09m1Organizational.5,0502.09m1Organizational.5","HITRUST,HITRUST,HITRUST",7
ER-9,Policy,[Policy] Wireless Access Explicit Approval,,0502.09m1Organizational.5,HITRUST,8
ER-10,Configuration,[Configuration] Restriction of Writable and Removable Media,,"0304.09o1Organizational.2,0330.09o1Organizational.4,0304.09o1Organizational.2,0330.09o1Organizational.4,0304.09o1Organizational.2,0304.09o1Organizational.2,0330.09o1Organizational.4,0330.09o1Organizational.4,0330.09o1Organizational.4,0330.09o1Organizational.4","HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST",9
ER-11,Configuration,[Configuration] Email Filtering Solution,,"09.09v1Organizational.7,0931.09v1Organizational.8,09.09v1Organizational.7,0931.09v1Organizational.8,09.09v1Organizational.7,09.09v1Organizational.7,0931.09v1Organizational.8,0931.09v1Organizational.8,0931.09v1Organizational.8,09.09v1Organizational.7,0931.09v1Organizational.8","HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST",10
ER-12,Configuration,"[Configuration] List of All Production Systems (Servers, VMs, Data Stores)","Security,PCI DSS v4.0 - ROC - Merchant","REQ-33,REQ-43,REQ-34,A.05.09,REQ-33-SOC1,REQ-34-SOC1,REQ-43-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,REQ-43-HIPAA,REQ-102-HIPAA,0701.07a1Organizational.8,0701.07a1Organizational.7,07.07a1Organizational.8,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,REQ-33,REQ-43,REQ-34,A.05.09,REQ-33-SOC1,REQ-34-SOC1,REQ-43-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,REQ-43-HIPAA,REQ-102-HIPAA,0701.07a1Organizational.8,0701.07a1Organizational.7,07.07a1Organizational.8,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,REQ-33,REQ-43,REQ-34,A.05.09,REQ-33-SOC1,REQ-34-SOC1,REQ-43-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,REQ-43-HIPAA,REQ-102-HIPAA,0701.07a1Organizational.7,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,REQ-33,REQ-43,REQ-34,A.05.09,REQ-33-SOC1,REQ-34-SOC1,REQ-43-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,REQ-43-HIPAA,REQ-102-HIPAA,0701.07a1Organizational.7,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,REQ-33,REQ-43,REQ-34,A.05.09,REQ-33-SOC1,REQ-34-SOC1,REQ-43-SOC1,REQ-33-HIPAA,REQ-34-HIPAA,REQ-43-HIPAA,REQ-102-HIPAA,0701.07a1Organizational.7,1.1.2,2.1.2,4.1.2,5.1.2,6.1.2,7.1.2,8.1.2,9.1.2,10.1.2,11.1.2,3.1.2,0701.07a1Organizational.8,0701.07a1Organizational.8,07.07a1Organizational.8","SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,HITRUST",11
ER-13,Configuration,[Configuration] Prevention of Unauthorized Software Installation,,"1308.09j1Organizational.5.a,1308.09j1Organizational.5.a,1308.09j1Organizational.5.a,1308.09j1Organizational.5.a,1308.09j1Organizational.5.a","HITRUST,HITRUST,HITRUST,HITRUST,HITRUST",12
ER-15,Sample,[Sample] Web Browser Version,,"0627.10h1System.45.a,0627.10h1System.45.a,0627.10h1System.45.a","HITRUST,HITRUST,HITRUST",14
ER-18,Configuration,[Configuration] Anti-malware and Alerts,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-38,0226.09k1Organizational.2,A.08.07,08.09m1Organizational.8,REQ-38-SOC1,REQ-38-HIPAA,02962.09j1Organizational.5,0207.09j1Organizational.6,5.2.1,5.2.2,5.3.3,5.3.5,5.4.1,REQ-38,0226.09k1Organizational.2,A.08.07,08.09m1Organizational.8,REQ-38-SOC1,REQ-38-HIPAA,02962.09j1Organizational.5,0207.09j1Organizational.6,5.2.1,5.3.3,5.3.5,5.4.1,REQ-38,0226.09k1Organizational.2,A.08.07,REQ-38-SOC1,REQ-38-HIPAA,REQ-38,0226.09k1Organizational.2,A.08.07,REQ-38-SOC1,REQ-38-HIPAA,REQ-38,0226.09k1Organizational.2,A.08.07,REQ-38-SOC1,REQ-38-HIPAA,REQ-38,0226.09k1Organizational.2,A.08.07,REQ-38-SOC1,REQ-38-HIPAA,08.09m1Organizational.8,0226.09k1Organizational.2,0226.09k1Organizational.2,08.09m1Organizational.8,0207.09j1Organizational.6,02962.09j1Organizational.5,0207.09j1Organizational.6,5.3.5,5.2.1,5.3.3,5.4.1","SOC 2,HITRUST,ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",17
ER-19,Sample,[Sample] Anti-Malware Software,PCI DSS v4.0 - ROC - Merchant,"0226.09k1Organizational.2,0201.09j1Organizational.124,0217.09j1Organizational.7,5.2.1,5.2.2,5.3.1,5.3.2,5.3.3,0201.09j1Organizational.124,0201.09j1Organizational.124,0217.09j1Organizational.7,0226.09k1Organizational.2,5.2.2,5.3.1,5.3.2,0201.09j1Organizational.124,0217.09j1Organizational.7,5.2.2,5.3.2,0201.09j1Organizational.124,0201.09j1Organizational.124,5.3.1,0201.09j1Organizational.124,0226.09k1Organizational.2,5.3.1,0226.09k1Organizational.2,0201.09j1Organizational.124,0217.09j1Organizational.7,0217.09j1Organizational.7,5.3.2,0217.09j1Organizational.7","HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST,PCI DSS v4.0,HITRUST,HITRUST,PCI DSS v4.0,HITRUST,HITRUST,HITRUST,HITRUST,PCI DSS v4.0,HITRUST",18
ER-24,Policy,[Policy] Password and Multi-Factor Authentication,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,11.01p1System.5,REQ-26-SOC1,REQ-26-HIPAA,8.3.1,8.3.5,8.3.7,8.3.4,8.3.8,11.01p1System.5,8.3.4,8.3.8,11.01p1System.5,8.3.4,8.3.8,8.3.8,8.3.8,8.3.8","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",23
ER-25,Configuration,[Configuration] Passwords for All In-Scope Production Systems,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.1,8.3.5,8.3.6,8.3.7,8.3.9,8.3.2,8.3.4,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.5,8.3.6,8.3.7,8.3.9,8.3.2,8.3.4,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.6,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.9,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.6,REQ-26,10.01d1System.10,A.05.17,A.05.33,A.08.05a,REQ-26-SOC1,REQ-26-HIPAA,8.3.4,8.3.5,8.3.5,8.3.7,8.3.2","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",24
ER-33,Sample,[Sample] New Hire Security Awareness Training,Security,"REQ-12,1308.09j1Organizational.5.a,13998.02e1Organizational.2,A.06.03,13.02e1Organizational.6,REQ-12-SOC1,REQ-12-HIPAA,REQ-12,1308.09j1Organizational.5.a,13998.02e1Organizational.2,A.06.03,13.02e1Organizational.6,REQ-12-SOC1,REQ-12-HIPAA,REQ-12,1308.09j1Organizational.5.a,13998.02e1Organizational.2,A.06.03,REQ-12-SOC1,REQ-12-HIPAA,13.02e1Organizational.6,13.02e1Organizational.6,13.02e1Organizational.6","SOC 2,HITRUST,HITRUST,ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,SOC 2,HITRUST,HITRUST,ISO 27001/2 (2022),HITRUST,SOC 1,HIPAA Security,SOC 2,HITRUST,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,HITRUST,HITRUST",32
ER-41,Policy,[Policy] Risk Management,Security,"REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,1701.03a1Organizational.12345678,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,1701.03a1Organizational.12345678,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,1701.03a1Organizational.12345678,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,1704.03b1Organizational.12,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,1701.03a1Organizational.12345678,1701.03a1Organizational.12345678","SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,HITRUST",40
ER-45,Configuration,[Configuration] Operational Software Version,,"0627.10h1System.45.a,0627.10h1System.45.a,0627.10h1System.45.a","HITRUST,HITRUST,HITRUST",44
ER-46,Sample,[Sample] Information System Baseline Configurations,,"0627.10h1System.45.a,0627.10h1System.45.a,0627.10h1System.45.a","HITRUST,HITRUST,HITRUST",45
ER-53,Sample,[Sample] Evidence of Vulnerability Scan Results,"Security,PCI DSS v4.0 - SAQ-A","REQ-46,REQ-47,07.10m1Organizational.3,A.08.07,A.08.08a,REQ-46-SOC1,REQ-47-SOC1,REQ-46-HIPAA,REQ-47-HIPAA,REQ-46,REQ-47,A.08.07,A.08.08a,REQ-46-SOC1,REQ-47-SOC1,REQ-46-HIPAA,REQ-47-HIPAA,07.10m1Organizational.3,07.10m1Organizational.3,REQ-46,REQ-47,A.08.07,A.08.08a,REQ-46-SOC1,REQ-47-SOC1,REQ-46-HIPAA,REQ-47-HIPAA","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,HITRUST,HITRUST,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security",52
ER-55,Policy,[Policy] Incident Response,"Security,PCI DSS v4.0 - SAQ-A","REQ-49,1561.11c1Organizational.4,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,REQ-48,REQ-48-SOC1,A.05.25,REQ-48-HIPAA,REQ-49-HIPAA,1589.11c1Organizational.5,12.10.1,REQ-49,1561.11c1Organizational.4,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,REQ-48,REQ-48-SOC1,A.05.25,REQ-48-HIPAA,REQ-49-HIPAA,1589.11c1Organizational.5,12.10.1,REQ-49,1561.11c1Organizational.4,A.05.24a,A.05.26,A.05.27,A.05.28,REQ-49-SOC1,REQ-48,REQ-48-SOC1,A.05.25,REQ-48-HIPAA,REQ-49-HIPAA,1589.11c1Organizational.5,12.10.1,12.10.1","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,ISO 27001/2 (2022),HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,ISO 27001/2 (2022),HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,ISO 27001/2 (2022),HIPAA Security,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0",54
ER-56,Operational,[Operational] Information Security Policy Repository,Security,"REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36","SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",55
