Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-423,Operational,[Operational] Request for Personal Information Deletion,"Privacy - Data Controller,Privacy - Data Processor,Privacy - Data Controller & Processor","REQ-88-C,REQ-88-P,REQ-88-C,REQ-88-P,REQ-88-C,REQ-88-P,REQ-88-C,REQ-88-P,REQ-88-C,REQ-88-P","SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2",404
ER-424,Operational,[Operational] Authenticate Data Requests,"Privacy - Data Controller,Privacy - Data Controller & Processor",REQ-85-C,SOC 2,405
ER-425,Operational,[Operational] Request for Personal Data Maintained,"Privacy - Data Controller,Privacy - Data Controller & Processor",REQ-84-C,SOC 2,406
ER-426,Policy,[Policy] Personal Data Request Denial,"Privacy - Data Controller,Privacy - Data Controller & Processor","REQ-87-C,REQ-87-C,REQ-87-C,REQ-87-C","SOC 2,SOC 2,SOC 2,SOC 2",407
ER-427,Policy,[Policy] Personal Data Provided Is Understandable,"Privacy - Data Controller,Privacy - Data Controller & Processor","REQ-89-C,REQ-89-C,REQ-89-C,REQ-89-C","SOC 2,SOC 2,SOC 2,SOC 2",408
ER-428,Operational,[Operational] Ability to Update Personal Data,"Privacy - Data Controller,Privacy - Data Controller & Processor",REQ-86-C,SOC 2,409
ER-429,Configuration,[Configuration] Personal Information Disclosed to Third Parties,"Privacy - Data Controller,Privacy - Data Processor,Privacy - Data Controller & Processor","REQ-92-C,REQ-92-P","SOC 2,SOC 2",410
ER-430,Policy,[Policy] Third-Party Personal Information Sharing Contract,"Privacy - Data Controller,Privacy - Data Processor,Privacy - Data Controller & Processor","REQ-93-C,REQ-94,REQ-95,REQ-92-P,REQ-93-P,REQ-93-C,REQ-94,REQ-95,REQ-92-P,REQ-93-P,REQ-93-C,REQ-94,REQ-95,REQ-92-P,REQ-93-P,REQ-93-C,REQ-94,REQ-95,REQ-92-P,REQ-93-P,REQ-93-C,REQ-94,REQ-95,REQ-92-P,REQ-93-P,REQ-92-P,REQ-93-P,REQ-92-P,REQ-93-P","SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2",411
ER-431,Operational,[Operational] Authorized Data Disclosure Tracking,"Privacy - Data Controller,Privacy - Data Processor,Privacy - Data Controller & Processor",REQ-90,SOC 2,412
ER-432,Operational,[Operational] Unauthorized Data Disclosure Tracking,"Privacy - Data Controller,Privacy - Data Processor,Privacy - Data Controller & Processor",REQ-91,SOC 2,413
ER-433,Operational,"[Operational] Tracking Personal Data Inquiries, Complaints, and Disputes",Privacy - Data Controller,REQ-96-C,SOC 2,414
ER-434,Operational,[Operational] Privacy Oversight Responsibility,"Privacy - Data Controller,Privacy - Data Processor,Privacy - Data Controller & Processor",REQ-78,SOC 2,415
ER-435,Operational,[Operational] Authenticate Data Requests,"Privacy - Data Processor,Privacy - Data Controller & Processor",REQ-85-P,SOC 2,416
ER-436,Configuration,[Configuration] Personal Data Maintained,"Privacy - Data Processor,Privacy - Data Controller & Processor","REQ-84-P,REQ-84-P,REQ-84-P,REQ-84-P,REQ-84-P,REQ-84-P","SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2",417
ER-437,Operational,[Operational] Assistance with Access and Correction Requests,"Privacy - Data Processor,Privacy - Data Controller & Processor","REQ-87-P,REQ-87-P,REQ-87-P,REQ-87-P","SOC 2,SOC 2,SOC 2,SOC 2",418
ER-443,Policy,[Policy] Personal Data Provided is Understandable,"Privacy - Data Processor,Privacy - Data Controller & Processor","REQ-89-P,REQ-89-P,REQ-89-P,REQ-89-P","SOC 2,SOC 2,SOC 2,SOC 2",424
ER-444,Operational,[Operational] Ability to Update Personal Data,"Privacy - Data Processor,Privacy - Data Controller & Processor",REQ-86-P,SOC 2,425
ER-445,Operational,"[Operational] Tracking Personal Data Inquiries, Complaints, and Disputes","Privacy - Data Processor,Privacy - Data Controller & Processor","REQ-96-P,REQ-97,REQ-96-P,REQ-97,REQ-96-P,REQ-97,REQ-96-P,REQ-97","SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2",426
ER-446,Policy,[Policy] Personal Information Processing,"Privacy - Data Processor,Privacy - Data Controller & Processor",REQ-80-P,SOC 2,427
